"Participant","Experiment_StartDate","Experiment_Duration","Mobile","Gender","Age","SexualOrientation","Ethnicity","DemandCharcateristics_Condition","Fiction_Expectations","Feedback_BigDifferenceRealAI","Feedback_SmallDifferenceRealAI","Feedback_NoDifferenceRealAI","Feedback_LabelsNotCorrect","Feedback_LabelsReversed","Feedback_LabelsAllPhotos","Feedback_LabelsAllAI","Feedback_ConfidenceReal","Feedback_ConfidenceFake","Experiment_Enjoyment","Experiment_Quality","Experiment_Unusual","Experiment_PerceptionChange","Experiment_Feedback","BAIT_AI_Knowledge","BAIT_AI_Use","BAIT_5_ImitatingReality","BAIT_3_VideosIssues","BAIT_12_Benefit","BAIT_9_Dangerous","BAIT_11_Exciting","BAIT_2_ImagesIssues","BAIT_13_ArtIssues","BAIT_10_Worry","BAIT_6_EnvironmentReal","BAIT_8_TextIssues","BAIT_14_ArtRealistic","BAIT_AttentionCheck","BAIT_7_TextRealistic","BAIT_1_ImagesRealistic","BAIT_4_VideosRealistic","BAIT_2_ImagesIssues_rev","BAIT_3_VideosIssues_rev","BAIT_8_TextIssues_rev","BAIT_13_ArtIssues_rev","BAIT_9_Dangerous_rev","BAIT_10_Worry_rev","BAIT_Images","BAIT_Videos","BAIT_Text","BAIT_Art","BAIT_Attitude","BAIT_Reality","BAIT_total","MIST_fake_general_4","MIST_real_general_3","MIST_real_general_4","MIST_real_general_2","MIST_real_general_1","MIST_fake_general_2","MIST_fake_general_1","MIST_fake_general_3","MIST_totalcorrect","BRS_5","BRS_1","BRS_20","BRS_10","BRS_7","BRS_8","BRS_3","BRS_2","BRS_18","BRS_19","BRS_15","BRS_14","BRS_13","BRS_Attention","BRS_12","BRS_4","BRS_17","BRS_11","BRS_6","BRS_9","BRS_16","BRS_Total","Questionnaires_AttentionCheck","Task_AttentionCheck"
"S159","2025-10-01 11:19:51",43.9684333333333,"false","Woman",21,"Prefer not to say","Mixed","Control",NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,NA,1,4,NA,NA,NA,NA,3,"A few times per month",5,4,0,6,2,2,6,6,5,1,2,1,5,6,5,4,2,5,0,0,0,5,3.5,5,1,0.5,5,3.33333333333333,-10,10,-40,60,-65,10,10,-10,4,4,3,5,4,2,5,3,2,5,5,4,5,5,1,5,3,4,4,3,1,5,3.85,1,1
"S164","2025-10-01 11:20:07",20.7314333333333,"false","Woman",20,"Bisexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,2,"Never",3,2,2,6,0,3,3,6,2,4,0,1,3,4,4,3,4,2,3,0,0,3.5,4,2.5,1.5,0.5,2.5,2.41666666666667,-64,-34,61,-25,18,-31,17,34,4,1,1,5,2,2,3,2,1,4,4,4,3,4,1,4,1,2,4,1,2,1,2.55,1,0.888888888888889
"S201","2025-10-02 09:19:32",23.1969833333333,"false","Man",22,"Heterosexual","Hispanic/Latino","Control",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,4,"A few times per month",2,2,4,5,6,2,4,1,4,6,3,1,2,4,4,4,4,0,2,1,5,4,4,1,2.5,4,3,3.08333333333333,-73,53,74,-85,-60,49,-77,64,4,2,2,4,3,1,4,1,1,3,4,4,5,5,1,3,2,5,5,3,2,5,3.2,1,1
"S075","2025-09-30 16:14:37",24.842,"false","Woman",20,"Heterosexual","White","Self Expectations","I have no expectations",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3,NA,3,NA,NA,NA,NA,3,"A few times per month",3,5,4,2,5,5,6,4,5,5,1,1,4,5,5,1,1,1,0,4,2,3,3,2.5,0.5,3.75,4,2.79166666666667,-21,-8,22,-10,-18,-18,0,-38,5,3,3,4,4,3,3,4,3,4,4,4,5,4,1,4,2,2,1,4,3,4,3.4,1,0.888888888888889
"S053","2025-09-30 09:23:11",29.41445,"false","Woman",20,"Heterosexual","White","Control",NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,NA,4,NA,NA,NA,NA,2,"A few times per week",4,5,2,5,0,4,5,6,4,3,2,1,3,5,4,2,1,3,1,1,0,3.5,2.5,3,1.5,0.75,4,2.54166666666667,-93,91,21,-8,48,-78,-5,-88,7,1,4,4,1,2,3,3,1,5,4,2,5,3,1,3,1,2,4,1,1,3,2.65,1,1
"S002","2025-09-29 13:14:35",48.8083833333333,"false","Woman",20,"Bisexual","White","More attractive","I have no expectations",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,0,"Once a day",4,2,1,5,5,3,6,6,5,3,0,1,6,6,5,3,4,3,0,1,0,4.5,4.5,4.5,0,1.75,4.5,3.29166666666667,-90,90,-20,10,30,-80,50,-81,6,1,2,5,3,2,1,1,2,5,5,3,4,4,1,5,1,2,4,3,4,4,3.05,1,0.555555555555556
"S236","2025-10-02 14:17:03",26.0146333333333,"false","Man",19,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces less attractive",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,2,NA,4,NA,NA,NA,NA,3,"A few times per week",3,1,3,6,6,2,6,6,2,6,4,1,3,3,6,4,5,0,0,0,0,3.5,5.5,1.5,2,2.25,2.5,2.875,-60,53,76,100,-65,74,-82,-70,6,2,5,5,2,1,4,2,2,5,5,4,5,4,1,4,3,1,5,2,3,5,3.45,1,0.666666666666667
"S110","2025-09-30 16:27:02",18.58025,"false","Woman",20,"Heterosexual","South Asian","Self Expectations","I expect to find AI-generated faces more attractive",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,NA,2,NA,NA,NA,NA,2,"A few times per week",6,2,0,5,1,0,4,6,6,5,5,1,6,6,6,6,4,1,2,1,0,6,5,3.5,3.5,0.5,6,4.08333333333333,16,6,45,-40,60,-45,12,-5,5,1,1,3,2,3,2,3,1,5,5,3,3,5,1,2,2,3,4,3,1,3,2.75,1,0.666666666666667
"S303","2025-10-03 11:23:16",38.4457,"false","Man",21,"Heterosexual","White","Control",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,4,"A few times per month",5,4,3,6,2,5,6,5,2,4,1,1,6,4,4,1,2,2,0,0,1,2.5,3,4,0.5,1.5,3.5,2.5,-87,91,85,93,-15,-21,-65,-90,7,1,2,5,2,2,3,4,2,4,4,5,5,2,1,5,3,4,1,1,1,2,2.9,1,0.333333333333333
"S069","2025-09-30 15:59:25",32.2404833333333,"false","Woman",19,"Heterosexual","White","Control",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,"no",2,"A few times per month",3,1,4,3,4,0,5,1,4,2,6,1,1,5,4,6,5,4,1,3,5,5.5,4.5,2.5,3.5,4,3.5,3.91666666666667,-42,5,-38,58,55,-48,45,-69,6,2,4,2,1,2,4,2,3,1,4,2,5,3,1,1,3,5,4,1,1,2,2.6,1,0.888888888888889
"S193","2025-10-02 09:19:04",25.3122166666667,"false","Man",22,"Heterosexual","White","Self Expectations","I have no expectations",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,"For some reason, I do these experiments under the notion that someone is assessing my answers and I have the agenda to appear 'special'. I think I am answering naturally, it is more after the fact that I think 'yeah they are probably gonna pull me aside for being so awesome and right' or something. Just a fun fact. Thanks!",0,"Never",3,3,3,3,6,3,3,3,3,6,3,1,6,6,6,3,3,0,3,3,3,4.5,4.5,3,3,3.75,3,3.625,39,-78,-51,50,-100,57,-52,58,2,1,1,4,2,2,2,4,1,5,3,3,2,3,1,1,1,3,4,4,4,4,2.7,1,1
"S089","2025-09-30 16:15:04",24.3955166666667,"false","Woman",22,"Heterosexual","White","Less attractive","I have no expectations",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"A few times per month",5,1,3,4,4,0,3,5,5,1,5,1,6,5,4,6,5,5,3,2,1,5.5,4.5,5.5,4,2.5,5,4.5,-100,-81,82,0,-11,48,12,-100,3,2,2,4,2,5,2,2,2,4,3,3,4,3,1,1,2,1,3,3,5,3,2.8,1,1
"S289","2025-10-03 11:18:28",20.4702666666667,"false","Man",20,"Bisexual","White","Control",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"A few times per week",2,4,4,4,5,3,4,6,5,4,5,1,4,5,5,3,2,2,2,2,0,4,3.5,3,3.5,2.75,3.5,3.375,-100,73,94,30,72,-76,31,-100,7,2,2,4,3,2,2,2,2,5,4,4,3,4,1,2,1,4,3,2,2,2,2.75,1,0.777777777777778
"S256","2025-10-02 14:19:01",21.67115,"false","Woman",19,"Heterosexual","White","Control",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,3,"A few times per week",5,4,1,6,3,0,6,6,4,3,3,1,4,5,5,6,2,3,0,0,0,5.5,3.5,3.5,1.5,1,4.5,3.25,-48,5,-20,0,-77,0,41,-54,4,3,2,4,3,2,3,2,2,3,4,3,4,4,1,3,2,1,2,1,1,4,2.65,1,0.888888888888889
"S293","2025-10-03 11:19:14",22.5280166666667,"false","Woman",19,"Heterosexual","Mixed","More attractive","I have no expectations",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,2,"A few times per month",4,2,2,1,4,2,3,1,4,4,3,0,3,5,4,4,4,2,3,5,5,4.5,4,2.5,3,4,4,3.66666666666667,-100,100,100,21,-50,-100,-100,-100,7,3,2,4,2,2,3,4,3,1,4,2,4,4,1,3,3,4,4,2,1,4,2.95,0.5,0.555555555555556
"S279","2025-10-03 11:17:35",29.1271333333333,"false","Woman",20,"Bisexual","White","More attractive","I have no expectations",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,1,"A few times per month",2,2,2,4,2,1,5,4,4,3,0,1,3,6,6,5,4,3,1,2,2,5.5,5,3,0.5,2,3,3.16666666666667,-60,25,80,40,-34,-36,-40,-40,7,1,2,4,4,2,2,2,2,5,3,4,4,5,1,3,1,4,4,1,1,4,2.9,1,0.888888888888889
"S160","2025-10-01 11:19:57",34.02825,"false","Man",20,"Heterosexual","South Asian","Control",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,3,1,NA,NA,NA,"This experiment took longer than 20 minutes",3,"A few times per month",0,2,6,4,6,0,0,6,3,6,2,1,4,6,6,6,4,0,6,2,0,6,5,2,4,3.5,1.5,3.66666666666667,-90,1,81,1,1,1,4,36,5,1,3,5,3,1,2,1,2,1,2,1,5,5,1,3,4,3,2,1,1,5,2.55,1,0.888888888888889
"S121","2025-09-30 18:18:17",19.82015,"false","Woman",21,"Bisexual","White","Less attractive","I expect to find AI-generated faces more attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,1,NA,NA,NA,"I felt weird rating real life people's beauty and attractiveness and symmetry - it feels wrong especially because I wouldn't want people doing the same thing to me",4,"A few times per day",5,4,1,6,3,1,6,6,6,6,0,1,2,5,2,5,2,0,0,0,0,5,2,1,0,1,5.5,2.41666666666667,-100,29,66,44,60,-66,-60,-60,8,2,2,5,3,2,3,1,2,4,4,4,4,3,1,4,1,1,3,1,1,4,2.7,1,0.888888888888889
"S049","2025-09-30 09:22:20",30.1310666666667,"false","Woman",21,"Prefer not to say","Southeast Asian","Self Expectations","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,"Using the scales of attractiveness, especially when doing the experiment in a public space, can be uncomfortable as you are confronted with the fact that you may have to rank real-life people and voice opinions you usually won't think to do.",2,"A few times per month",5,5,2,3,2,5,6,6,6,4,0,1,2,3,2,1,1,2,0,3,0,2,1.5,2,0,1.75,5.5,2.125,-25,30,-26,79,-47,34,25,55,3,3,4,4,4,4,4,1,2,3,5,3,4,4,1,4,3,1,1,3,2,5,3.2,1,0.777777777777778
"S239","2025-10-02 14:17:10",17.1483166666667,"false","Woman",20,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces more attractive",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,NA,1,NA,NA,NA,NA,1,"A few times per month",4,3,3,5,4,3,5,4,4,4,2,1,4,5,4,3,3,2,1,1,2,4,3.5,3,1.5,2.5,4,3.08333333333333,-83,8,52,85,35,-70,27,23,6,2,3,5,1,1,2,2,1,4,5,3,5,5,1,4,2,1,5,4,1,2,2.9,1,0.777777777777778
"S058","2025-09-30 09:23:49",18.0423,"false","Non-binary",20,"Pansexual","White","More attractive","I have no expectations",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,3,2,NA,NA,NA,NA,3,"A few times per month",5,6,1,6,1,6,6,6,0,6,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0.5,2.5,0.666666666666667,-25,96,-56,45,75,-31,50,-73,6,2,3,3,1,1,1,1,1,3,1,3,2,1,1,3,2,1,1,2,1,3,1.8,1,1
"S106","2025-09-30 16:19:36",19.3218333333333,"false","Man",20,"Heterosexual","South Asian","More attractive","I expect to find AI-generated faces similarly attractive",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per day",5,2,5,5,6,2,3,6,5,5,3,1,2,6,4,4,4,1,3,1,0,5,4,1.5,3,3,5,3.58333333333333,-25,-18,-38,-12,-33,-100,-33,10,3,2,2,3,1,4,4,2,2,2,5,2,4,1,1,5,2,5,5,4,4,1,3,1,0.444444444444444
"S317","2025-10-03 14:17:42",24.03875,"false","Woman",19,"Heterosexual","East Asian","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,2,2,NA,NA,NA,NA,2,"A few times per week",4,5,2,6,3,1,4,6,6,2,1,1,2,4,3,5,1,4,2,0,0,4.5,2,3,1.5,1.25,5,2.875,-80,44,-70,-93,-45,-76,42,11,3,2,2,5,2,2,1,2,3,4,5,4,4,4,1,5,1,1,4,2,5,3,3.05,1,0.888888888888889
"S297","2025-10-03 11:19:23",26.1292833333333,"false","Woman",20,"Heterosexual","White","Control",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,3,"A few times per month",4,2,5,3,4,3,3,3,4,4,4,1,3,6,4,3,4,2,3,3,3,4.5,4,2.5,3.5,3.75,4,3.70833333333333,-69,14,12,-21,-55,7,36,-81,4,2,2,5,2,2,3,1,2,4,3,1,2,4,1,4,1,5,2,3,2,1,2.55,1,0.888888888888889
"S287","2025-10-03 11:18:17",20.5693166666667,"false","Woman",20,"Bisexual","White","Less attractive","I have no expectations",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,"I lowkey felt bad rating people on how attractive or ugly i found someones face, whether they're real or not. ",2,"Never",1,4,2,5,2,4,6,5,1,6,1,1,0,2,3,2,2,0,0,1,1,2,2.5,0,0.5,1.5,1,1.25,-71,24,15,86,29,-2,36,-100,7,2,1,3,3,1,1,3,2,3,1,2,4,4,1,2,1,5,3,1,1,4,2.35,1,1
"S107","2025-09-30 16:20:27",15.8288333333333,"false","Woman",20,"Heterosexual","White","Control",NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,4,NA,3,NA,NA,NA,"yes but the amount of images shown could be lowered to prevent students from losing focus ",2,"A few times per week",6,3,4,6,4,5,4,5,5,4,6,1,4,5,5,1,3,2,2,0,1,3,4,3,4,2.25,5.5,3.625,-98,65,71,-61,44,-99,-76,-100,7,4,4,5,3,3,4,5,5,5,4,4,5,5,1,2,3,5,5,3,1,4,3.95,1,0.777777777777778
"S033","2025-09-29 13:22:40",32.33575,"false","Woman",41,"Heterosexual","White","More attractive","I have no expectations",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,1,NA,NA,NA,NA,3,"A few times per week",5,1,2,6,5,3,6,6,2,5,2,1,5,6,5,3,5,1,0,0,0,4.5,5,3,1,1.75,3.5,3.125,-100,83,88,-30,-12,33,34,-24,4,1,4,3,4,2,2,5,3,5,4,4,3,4,1,5,4,2,4,3,2,4,3.4,1,0.666666666666667
"S187","2025-10-02 09:11:45",26.0950666666667,"false","Woman",20,"Heterosexual","Southeast Asian","More attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,4,"A few times per month",0,5,1,3,3,5,5,4,3,2,2,1,2,5,2,1,1,4,1,3,2,3,1.5,3,1.5,2.25,1.5,2.125,-24,29,62,100,-45,-38,65,5,5,4,3,2,3,2,2,2,2,4,2,3,4,4,1,3,2,1,3,4,5,3,2.9,1,1
"S034","2025-09-29 13:22:42",21.66185,"false","Man",21,"Heterosexual","White","Control",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"A few times per month",0,4,2,5,2,2,6,4,2,3,0,1,5,6,5,4,2,3,0,1,2,5,3.5,4,0,1.75,1,2.54166666666667,-100,100,-100,100,-100,18,100,-100,4,1,3,4,1,1,2,1,3,4,5,2,3,4,1,5,1,4,4,5,5,1,2.95,1,0.888888888888889
"S238","2025-10-02 14:17:09",36.41405,"false","Woman",19,"Heterosexual","East Asian","More attractive","I have no expectations",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,1,NA,NA,NA,"very repetitive. ",3,"A few times per week",4,5,3,2,4,6,5,6,4,4,3,1,3,4,5,0,1,2,1,4,0,2,3,2.5,2,2.75,4,2.70833333333333,18,-27,7,-65,-23,-37,59,24,2,2,4,1,1,2,3,3,2,2,5,1,5,2,0,2,2,1,2,3,4,3,2.5,0.5,0.888888888888889
"S171","2025-10-01 11:20:43",28.88805,"false","Woman",19,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces more attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,3,3,NA,NA,NA,NA,3,"A few times per month",3,2,1,5,2,1,5,6,4,3,6,1,3,4,4,5,4,3,1,1,0,4.5,4,3,3.5,1,3.5,3.25,-70,40,70,-50,-50,-60,25,-70,5,3,2,5,4,3,4,4,3,4,5,5,5,4,1,4,3,2,4,2,3,2,3.55,1,0.666666666666667
"S082","2025-09-30 16:14:49",20.0152666666667,"false","Woman",20,"Homosexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,4,"A few times per month",3,4,1,6,3,5,6,6,2,2,0,1,5,3,4,1,2,4,0,0,0,2,3,4.5,0,1,2.5,2.16666666666667,-61,49,54,33,-62,20,-49,15,5,2,2,4,3,2,4,2,3,5,4,4,4,2,1,3,2,2,3,3,2,3,2.95,1,0.888888888888889
"S057","2025-09-30 09:23:43",27.9099833333333,"false","Woman",19,"Heterosexual","White","Self Expectations","I expect to find AI-generated faces more attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,1,NA,NA,NA,NA,2,"A few times per month",4,3,2,4,4,2,3,5,4,6,3,1,3,5,6,4,3,0,3,2,1,4.5,4.5,1.5,3,2.25,4,3.29166666666667,-57,75,85,-66,-53,-69,-58,-60,6,2,2,3,3,3,1,2,2,4,4,2,5,3,1,2,1,5,5,2,1,4,2.8,1,0.555555555555556
"S189","2025-10-02 09:17:15",19.3516,"false","Woman",20,"Bisexual","Mixed","Control",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,4,"A few times per month",4,3,1,4,2,2,6,6,4,3,2,1,3,4,4,4,3,3,0,2,0,4,3.5,3,1,1.25,4,2.79166666666667,-19,19,16,-20,14,-26,20,-14,6,5,5,5,3,4,4,4,4,4,5,5,5,5,0,4,2,4,5,5,5,4,4.35,0.5,0.555555555555556
"S326","2025-10-03 14:18:09",29.0077166666667,"false","Woman",19,"Heterosexual","Mixed","Less attractive","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,2,"Once a day",5,1,4,6,4,3,6,6,5,4,4,1,2,6,6,3,5,2,0,0,0,4.5,5.5,2,2,2,5,3.5,-100,0,98,-23,-17,-100,-65,-97,5,2,2,5,2,3,3,1,2,3,5,5,5,4,1,5,1,2,1,3,1,3,2.9,1,0.888888888888889
"S240","2025-10-02 14:17:13",26.0676333333333,"false","Woman",20,"Heterosexual","White","Less attractive","I have no expectations",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,0,"Never",1,2,4,5,5,4,6,6,4,5,0,1,2,6,3,2,4,1,0,1,0,4,3.5,1.5,0,2.5,2.5,2.33333333333333,-100,-37,87,0,69,-100,33,-100,5,2,1,5,1,1,1,1,1,5,4,4,4,4,1,4,1,2,3,1,1,3,2.45,1,1
"S341","2025-10-03 22:09:59",21.57005,"false","Woman",19,"Homosexual","Mixed","Self Expectations","I have no expectations",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,3,NA,NA,NA,NA,NA,4,"A few times per week",5,1,3,6,4,4,6,6,2,4,0,1,4,5,6,2,5,2,0,0,0,3.5,5.5,3,0,1.75,3.5,2.875,-78,100,100,-88,-78,-79,55,33,4,1,1,4,2,2,2,1,2,5,4,5,5,3,1,2,4,2,5,2,1,3,2.8,1,0.777777777777778
"S343","2025-10-04 11:51:17",32.0524,"false","Woman",20,"Bisexual","White","More attractive","I have no expectations",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,"A few times per week",1,4,1,6,3,3,4,6,2,4,1,1,3,3,2,3,2,2,2,0,0,3,2,2.5,1.5,1,1.5,1.91666666666667,-77,-31,33,16,-77,16,-21,21,4,2,2,3,2,2,2,2,2,4,3,3,3,3,1,4,2,4,2,3,2,2,2.6,1,1
"S208","2025-10-02 09:21:15",25.23085,"false","Woman",20,"Heterosexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,1,"A few times per month",5,4,0,6,2,5,6,6,5,1,5,1,4,5,4,1,2,5,0,0,0,3,3,4.5,2.5,0.5,5,3.08333333333333,43,-55,-100,-55,43,-100,-54,100,3,1,4,5,4,2,1,2,2,1,4,5,4,5,1,5,1,4,5,1,1,4,3.05,1,0.888888888888889
"S162","2025-10-01 11:20:01",18.6191833333333,"false","Woman",20,"Homosexual","White","Control",NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,4,"A few times per month",3,2,0,3,3,4,3,4,4,2,3,1,5,4,3,2,4,4,3,3,2,3,3.5,4.5,3,2,3.5,3.25,30,98,51,37,69,51,-40,-61,6,4,4,4,3,5,4,4,4,4,5,3,4,3,1,3,3,2,5,4,3,5,3.8,1,0.888888888888889
"S083","2025-09-30 16:14:51",22.5402333333333,"false","Woman",22,"Homosexual","White","Control",NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,3,NA,NA,NA,NA,NA,2,"Never",5,1,1,6,2,4,4,6,2,3,3,0,5,5,5,2,5,3,2,0,0,3.5,5,4,2.5,0.75,3.5,3.20833333333333,10,-19,56,9,31,8,-83,-63,5,5,3,5,2,3,3,2,3,5,4,4,5,4,0,5,4,2,2,1,1,4,3.35,0,0.555555555555556
"S336","2025-10-03 14:21:26",25.9429,"false","Woman",20,"Heterosexual","White","More attractive","I have no expectations",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,3,"A few times per week",4,3,1,4,3,6,5,6,4,1,5,1,2,5,6,0,3,5,1,2,0,2.5,4.5,3.5,3,1.5,4,3.16666666666667,-58,65,19,6,-12,11,-18,-54,6,1,2,2,2,2,3,3,2,4,4,3,4,4,1,3,1,2,4,2,2,1,2.55,1,0.888888888888889
"S269","2025-10-02 14:28:23",22.3537,"false","Woman",20,"Bisexual","White","More attractive","I expect to find AI-generated faces less attractive",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,2,"Once a day",4,3,3,6,4,4,6,6,5,4,5,1,5,6,6,2,3,2,0,0,0,4,4.5,3.5,2.5,1.75,4.5,3.45833333333333,-100,67,77,43,27,-65,35,-100,7,2,2,5,2,3,2,3,2,3,4,4,4,2,0,2,3,2,2,5,4,5,3.05,0.5,0.666666666666667
"S181","2025-10-01 11:33:58",25.6629666666667,"false","Woman",20,"Bisexual","White","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,2,"Never",2,2,0,6,3,2,6,5,4,4,0,1,4,6,5,4,4,2,0,0,1,5,4.5,3,0,1,3,2.75,27,39,66,38,34,-76,52,-68,6,3,4,1,2,1,2,2,2,5,4,1,3,3,1,2,1,2,3,2,2,4,2.45,1,1
"S338","2025-10-03 14:27:50",20.8800833333333,"false","Woman",20,"Heterosexual","South Asian","Control",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,4,"A few times per month",4,4,3,3,4,4,5,2,4,6,2,1,4,5,3,2,2,0,1,3,4,3.5,2.5,2,1.5,3.5,4,2.83333333333333,-59,29,71,-28,16,-10,30,-28,6,2,4,4,4,1,2,1,4,4,3,3,4,4,1,3,2,3,4,3,1,4,3,1,0.555555555555556
"S227","2025-10-02 14:16:40",28.90375,"false","Woman",19,"Heterosexual","Black","Control",NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"A few times per month",2,3,2,6,3,4,6,6,2,6,1,1,3,5,5,2,3,0,0,0,0,3.5,4,1.5,0.5,1.25,2,2.125,32,-26,52,0,24,-25,40,-12,4,3,5,3,2,3,2,2,4,5,4,5,5,5,1,5,2,1,2,2,1,2,3.15,1,0.888888888888889
"S013","2025-09-29 13:19:16",24.7020833333333,"true","Woman",19,"Bisexual","South Asian","Less attractive","I expect to find AI-generated faces less attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,2,"A few times per month",2,5,3,5,5,5,6,6,0,5,0,1,2,4,5,1,1,1,0,1,0,2.5,3,1.5,0,2.25,1,1.70833333333333,-98,40,90,100,50,-100,46,-80,7,1,1,3,5,1,2,1,3,5,3,5,4,5,1,4,2,1,5,1,1,1,2.7,1,1
"S310","2025-10-03 14:17:26",23.75825,"false","Woman",19,"Heterosexual","South Asian","More attractive","I expect to find AI-generated faces similarly attractive",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,4,NA,NA,NA,NA,3,"A few times per month",4,5,3,6,6,6,6,6,4,3,3,1,4,4,4,0,1,3,0,0,0,2,2.5,3.5,1.5,2.25,4,2.625,-81,-21,51,-53,79,-43,87,46,4,3,3,4,3,4,3,2,4,5,4,4,3,5,1,4,2,3,5,3,3,4,3.55,1,1
